@RUN EXCODE      TRNO RN CR EDAPS EDAPM B1DAPS B1DAPM B2DAPS B2DAPM B3DAPS B3DAPM B4DAPS B4DAPM B5DAPS B5DAPM B6DAPS B6DAPM B7DAPS B7DAPM B8DAPS B8DAPM B9DAPS B9DAPM B10DPS B10DPM B11DPS B11DPM B12DPS B12DPM B13DPS B13DPM B14DPS B14DPM B15DPS B15DPM B16DPS B16DPM   HWAMS   HWAMM   FWAMS   FWAMM LAIXS LAIXM L#SMS L#SMM BR#SS BR#SM CWAMS CWAMM VWAMS VWAMM HIAMS HIAMM HN%MS HN%MM VN%MS VN%MM CNAMS CNAMM HNAMS HNAMM HINMS HINMM
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23873   17732   82634     -99   2.4   5.0 274.6 -99.0   1.0 -99.0  6896 14635  6896 14635 0.818 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6095    4143   23470     -99   2.1   5.0 207.2 -99.0   1.0 -99.0  4752  5955  4752  5955 0.564 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10116   16797   35608     -99   1.9   5.0 257.2 -99.0   1.0 -99.0  5698  9049  5698  9049 0.658 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11037   10789   39521     -99   2.3   5.0 238.8 -99.0   1.0 -99.0  5401 12240  5401 12240 0.695 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10888    7136   39058     -99   2.4   5.0 247.0 -99.0   1.0 -99.0  5435  7635  5435  7635 0.689 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   28334    8069   96219     -99   2.6   5.0 235.9 -99.0   1.0 -99.0  7346  4306  7346  4306 0.840 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16921   19153   58125     -99   2.4   5.0 256.4 -99.0   1.0 -99.0  6272  6821  6272  6821 0.756 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21367    5890   73982     -99   2.6   5.0 240.0 -99.0   1.0 -99.0  6525  2911  6525  2911 0.802 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22526   12787   76912     -99   2.4   5.0 257.3 -99.0   1.0 -99.0  6870  5867  6870  5867 0.804 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11999    7766   41614     -99   2.5   5.0 238.5 -99.0   1.0 -99.0  5692  4823  5692  4823 0.704 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   14996   12507   53245     -99   3.1   5.0 365.5 -99.0   1.0 -99.0 10922  4729 10922  4729 0.597 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13433   12289   46091     -99   2.4   5.0 290.3 -99.0   1.0 -99.0  9870 10122  9870 10122 0.591 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20898   10693   72368     -99   3.1   5.0 349.0 -99.0   1.0 -99.0 11084 11823 11084 11823 0.683 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21709   18991   75834     -99   3.1   5.0 348.6 -99.0   1.0 -99.0 11132  9734 11132  9734 0.692 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16685   15661   56524     -99   2.1   5.0 328.7 -99.0   1.0 -99.0 10681  6194 10681  6194 0.631 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17459   19598   59342     -99   2.5   5.0 326.9 -99.0   1.0 -99.0 10958  6726 10958  6726 0.637 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20421   10594   71644     -99   3.1   5.0 311.4 -99.0   1.0 -99.0 10508  6203 10508  6203 0.689 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   14996   14954   53245     -99   3.1   5.0 365.5 -99.0   1.0 -99.0 10922 14146 10922 14146 0.597 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20603   13302   70150     -99   2.5   5.0 355.0 -99.0   1.0 -99.0 11275  7812 11275  7812 0.674 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21987    8592   76056     -99   3.0   5.0 358.3 -99.0   1.0 -99.0 11154  7049 11154  7049 0.694 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22771   17732   79218     -99   3.1   5.0 370.3 -99.0   1.0 -99.0 11372 14635 11372 14635 0.699 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    2831    4143   18015     -99   2.6   5.0 275.7 -99.0   1.0 -99.0  8896  5955  8896  5955 0.233 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7349   16797   26639     -99   1.5   5.0 340.5 -99.0   1.0 -99.0  8688  9049  8688  9049 0.460 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    8915   10789   35917     -99   3.1   5.0 319.7 -99.0   1.0 -99.0  9711 12240  9711 12240 0.483 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    8627    7136   35219     -99   3.0   5.0 326.5 -99.0   1.0 -99.0  9712  7635  9712  7635 0.474 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   26746    8069   90915     -99   3.3   5.0 317.1 -99.0   1.0 -99.0 11659  4306 11659  4306 0.733 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   14893   19153   51287     -99   3.1   5.0 340.6 -99.0   1.0 -99.0 10577  6821 10577  6821 0.602 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   19996    5890   69526     -99   3.3   5.0 320.6 -99.0   1.0 -99.0 10962  2911 10962  2911 0.674 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20396   12787   69618     -99   3.1   5.0 345.5 -99.0   1.0 -99.0 11098  5867 11098  5867 0.675 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    9500    7766   36091     -99   3.1   5.0 317.9 -99.0   1.0 -99.0 10125  4823 10125  4823 0.490 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16085   12507   57823     -99   3.2   5.0 397.9 -99.0   1.0 -99.0 10110  4729 10110  4729 0.636 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   14473   12289   49842     -99   2.4   5.0 330.3 -99.0   1.0 -99.0  9113 10122  9113 10122 0.630 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21663   10693   75640     -99   3.2   5.0 385.8 -99.0   1.0 -99.0 10254 11823 10254 11823 0.707 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22837   18991   80337     -99   3.0   5.0 389.4 -99.0   1.0 -99.0 10331  9734 10331  9734 0.722 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17159   15661   58407     -99   2.3   5.0 359.7 -99.0   1.0 -99.0  9941  6194  9941  6194 0.656 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   18515   19598   63127     -99   2.6   5.0 371.1 -99.0   1.0 -99.0 10037  6726 10037  6726 0.671 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21324   10594   75257     -99   3.2   5.0 350.4 -99.0   1.0 -99.0  9858  6203  9858  6203 0.716 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16085   14954   57823     -99   3.2   5.0 397.9 -99.0   1.0 -99.0 10110 14146 10110 14146 0.636 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20288   13302   69494     -99   2.4   5.0 390.3 -99.0   1.0 -99.0 10246  7812 10246  7812 0.690 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   22389    8592   78133     -99   3.1   5.0 393.0 -99.0   1.0 -99.0 10309  7049 10309  7049 0.715 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   23732   17732   83062     -99   3.0   5.0 414.2 -99.0   1.0 -99.0 10577 14635 10577 14635 0.727 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    4032    4143   21795     -99   2.8   5.0 299.2 -99.0   1.0 -99.0  8124  5955  8124  5955 0.323 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7973   16797   31716     -99   2.3   5.0 373.9 -99.0   1.0 -99.0  9111  9049  9111  9049 0.469 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10733   10789   43153     -99   3.1   5.0 359.9 -99.0   1.0 -99.0  9140 12240  9140 12240 0.550 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   10586    7136   43174     -99   3.0   5.0 372.9 -99.0   1.0 -99.0  9099  7635  9099  7635 0.547 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   27012    8069   92373     -99   3.4   5.0 348.4 -99.0   1.0 -99.0 10733  4306 10733  4306 0.751 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  17 UYOT1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   15874   19153   55232     -99   3.1   5.0 374.0 -99.0   1.0 -99.0  9727  6821  9727  6821 0.641 0.737   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  18 UYUB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21286    5890   74395     -99   3.3   5.0 356.0 -99.0   1.0 -99.0 10158  2911 10158  2911 0.709 0.669   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  19 UYUM1801CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   20698   12787   71235     -99   3.1   5.0 380.2 -99.0   1.0 -99.0 10183  5867 10183  5867 0.696 0.685   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  20 UYZA1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11338    7766   43689     -99   3.2   5.0 350.0 -99.0   1.0 -99.0  9489  4823  9489  4823 0.556 0.617   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   1 UYAB1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11627   12507   40929     -99   1.8   5.0 209.4 -99.0   1.0 -99.0  6864  4729  6864  4729 0.651 0.726   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   2 UYAG1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11473   12289   39385     -99   1.4   5.0 172.0 -99.0   1.0 -99.0  6166 10122  6166 10122 0.663 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   3 UYAG1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16118   10693   55873     -99   1.8   5.0 199.6 -99.0   1.0 -99.0  6997 11823  6997 11823 0.722 0.475   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   4 UYAG1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17213   18991   59950     -99   1.8   5.0 203.5 -99.0   1.0 -99.0  7104  9734  7104  9734 0.740 0.661   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   5 UYIB1701CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13514   15661   45961     -99   1.4   5.0 191.6 -99.0   1.0 -99.0  6869  6194  6869  6194 0.684 0.717   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   6 UYIB1801CS     1  0 CS     8   -99    -99     35    -99     76    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   13946   19598   47429     -99   1.5   5.0 194.3 -99.0   1.0 -99.0  6916  6726  6916  6726 0.688 0.744   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   7 UYIB1901CS     1  0 CS     8   -99    -99     86    -99    127    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16675   10594   58165     -99   1.8   5.0 179.8 -99.0   1.0 -99.0  6726  6203  6726  6203 0.745 0.631   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   8 UYIB2001CS     1  0 CS     8   -99    -99    418    -99    459    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   11627   14954   40929     -99   1.8   5.0 209.4 -99.0   1.0 -99.0  6864 14146  6864 14146 0.651 0.514   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
   9 UYIK1701CS     1  0 CS     9   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   16393   13302   55904     -99   1.5   5.0 210.1 -99.0   1.0 -99.0  7206  7812  7206  7812 0.720 0.630   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  10 UYIK1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17195    8592   59528     -99   1.7   5.0 206.7 -99.0   1.0 -99.0  7129  7049  7129  7049 0.735 0.549   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  11 UYIK1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   17793   17732   61786     -99   1.7   5.0 213.8 -99.0   1.0 -99.0  7289 14635  7289 14635 0.742 0.548   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  12 UYKA1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    3463    4143   16408     -99   1.6   5.0 163.0 -99.0   1.0 -99.0  5410  5955  5410  5955 0.381 0.410   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  13 UYMO1701CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6445   16797   24373     -99   1.4   5.0 202.7 -99.0   1.0 -99.0  6234  9049  6234  9049 0.512 0.650   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  14 UYMO1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    7425   10789   28821     -99   1.7   5.0 187.6 -99.0   1.0 -99.0  6071 12240  6071 12240 0.558 0.468   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  15 UYMO1901CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    6994    7136   27642     -99   1.7   5.0 189.3 -99.0   1.0 -99.0  6042  7635  6042  7635 0.543 0.483   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
  16 UYON1801CS     1  0 CS     8   -99    -99     87    -99    128    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99    -99   21794    8069   74101     -99   1.9   5.0 184.1 -99.0   1.0 -99.0  7520  4306  7520  4306 0.780 0.652   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
